,du-id,measTimeStampRf,nrCellIdentity,throughput,x,y,availPrbDl,availPrbUl,measPeriodPrb,pdcpBytesUl,pdcpBytesDl,measPeriodPdcpBytes
501,1012,2021-07-02T13:09:28.448,c12/B2,0,832,-1664,75,75,10,0,0,10
502,1012,2021-07-02T13:09:28.448,c12/B13,0.361064404,832,-1664,75,75,10,44075,44075,10
503,1012,2021-07-02T13:09:28.448,c12/N77,0.200000003,832,-1664,273,273,10,24414,24414,10
504,1013,2021-07-02T13:09:28.448,c13/B2,0,1664,-1109,75,75,10,0,0,10
505,1013,2021-07-02T13:09:28.448,c13/B13,0,1664,-1109,273,273,10,0,0,10
506,1013,2021-07-02T13:09:28.448,c13/N77,0.75,1664,-1109,273,273,10,91552,91552,10
507,1001,2021-07-02T13:09:28.458,c1/B2,0,0,0,273,273,10,0,0,10
508,1001,2021-07-02T13:09:28.458,c1/B13,0.75,0,0,273,273,10,91552,91552,10
509,1001,2021-07-02T13:09:28.458,c1/N77,0.253565043,0,0,100,100,10,30952,30952,10
510,1002,2021-07-02T13:09:28.458,c2/B2,0.794543266,-832,-555,273,273,10,96990,96990,10
511,1002,2021-07-02T13:09:28.458,c2/B13,0,-832,-555,100,100,10,0,0,10
512,1002,2021-07-02T13:09:28.458,c2/N77,0,-832,-555,100,100,10,0,0,10
513,1003,2021-07-02T13:09:28.458,c3/B2,0,-139,-1109,100,100,10,0,0,10
514,1003,2021-07-02T13:09:28.458,c3/B13,0.3238554,-139,-1109,75,75,10,39533,39533,10
515,1003,2021-07-02T13:09:28.458,c3/N77,0.93379271,-139,-1109,273,273,10,113988,113988,10
516,1004,2021-07-02T13:09:28.458,c4/B2,0.251676083,832,-555,75,75,10,30722,30722,10
517,1004,2021-07-02T13:09:28.458,c4/B13,0,832,-555,100,100,10,0,0,10
518,1004,2021-07-02T13:09:28.458,c4/N77,0,832,-555,273,273,10,0,0,10
519,1005,2021-07-02T13:09:28.458,c5/B2,0.914437354,832,555,273,273,10,111625,111625,10
520,1005,2021-07-02T13:09:28.458,c5/B13,0.260569662,832,555,100,100,10,31807,31807,10
521,1005,2021-07-02T13:09:28.458,c5/N77,0.27233991,832,555,100,100,10,33244,33244,10
522,1006,2021-07-02T13:09:28.458,c6/B2,0.261623114,0,1109,75,75,10,31936,31936,10
523,1006,2021-07-02T13:09:28.458,c6/B13,0,0,1109,100,100,10,0,0,10
524,1006,2021-07-02T13:09:28.458,c6/N77,0.280735105,0,1109,75,75,10,34269,34269,10
525,1007,2021-07-02T13:09:28.458,c7/B2,0,-832,555,273,273,10,0,0,10
526,1007,2021-07-02T13:09:28.458,c7/B13,0.75,-832,555,273,273,10,91552,91552,10
527,1007,2021-07-02T13:09:28.458,c7/N77,0.238376334,-832,555,75,75,10,29098,29098,10
528,1008,2021-07-02T13:09:28.458,c8/B2,0.191751063,-1664,0,100,100,10,23407,23407,10
529,1008,2021-07-02T13:09:28.458,c8/B13,0,-1664,0,75,75,10,0,0,10
530,1008,2021-07-02T13:09:28.458,c8/N77,0.252325803,-1664,0,100,100,10,30801,30801,10
531,1009,2021-07-02T13:09:28.458,c9/B2,0,-1941,-1109,75,75,10,0,0,10
532,1009,2021-07-02T13:09:28.458,c9/B13,0.274343729,-1941,-1109,75,75,10,33489,33489,10
533,1009,2021-07-02T13:09:28.458,c9/N77,0.75,-1941,-1109,273,273,10,91552,91552,10
534,1010,2021-07-02T13:09:28.458,c10/B2,0.264208227,-1109,-1664,100,100,10,32251,32251,10
535,1010,2021-07-02T13:09:28.458,c10/B13,0.75,-1109,-1664,273,273,10,91552,91552,10
536,1010,2021-07-02T13:09:28.458,c10/N77,1.039722323,-1109,-1664,273,273,10,126919,126919,10
537,1011,2021-07-02T13:09:28.458,c11/B2,0,0,-2219,100,100,10,0,0,10
538,1011,2021-07-02T13:09:28.458,c11/B13,0.75,0,-2219,273,273,10,91552,91552,10
539,1011,2021-07-02T13:09:28.458,c11/N77,0.200000003,0,-2219,273,273,10,24414,24414,10
540,1012,2021-07-02T13:09:28.458,c12/B2,0.347780079,832,-1664,75,75,10,42453,42453,10
541,1012,2021-07-02T13:09:28.458,c12/B13,0.32292214,832,-1664,75,75,10,39419,39419,10
542,1012,2021-07-02T13:09:28.458,c12/N77,0,832,-1664,100,100,10,0,0,10
543,1013,2021-07-02T13:09:28.458,c13/B2,0.361185998,1664,-1109,75,75,10,44090,44090,10
544,1013,2021-07-02T13:09:28.458,c13/B13,0.200000003,1664,-1109,75,75,10,24414,24414,10
545,1013,2021-07-02T13:09:28.458,c13/N77,0,1664,-1109,75,75,10,0,0,10
546,1001,2021-07-02T13:09:28.468,c1/B2,0.200000003,0,0,75,75,10,24414,24414,10
547,1001,2021-07-02T13:09:28.468,c1/B13,0,0,0,75,75,10,0,0,10
548,1001,2021-07-02T13:09:28.468,c1/N77,0.191751063,0,0,100,100,10,23407,23407,10
549,1002,2021-07-02T13:09:28.468,c2/B2,0.262685359,-832,-555,100,100,10,32066,32066,10
550,1002,2021-07-02T13:09:28.468,c2/B13,0,-832,-555,100,100,10,0,0,10
551,1002,2021-07-02T13:09:28.468,c2/N77,0.253565043,-832,-555,100,100,10,30952,30952,10
552,1003,2021-07-02T13:09:28.468,c3/B2,0,-139,-1109,273,273,10,0,0,10
553,1003,2021-07-02T13:09:28.468,c3/B13,0.75,-139,-1109,273,273,10,91552,91552,10
554,1003,2021-07-02T13:09:28.468,c3/N77,0,-139,-1109,100,100,10,0,0,10
555,1004,2021-07-02T13:09:28.468,c4/B2,0.795922637,832,-555,273,273,10,97158,97158,10
556,1004,2021-07-02T13:09:28.468,c4/B13,0,832,-555,100,100,10,0,0,10
557,1004,2021-07-02T13:09:28.468,c4/N77,0.917266071,832,-555,273,273,10,111970,111970,10
558,1005,2021-07-02T13:09:28.468,c5/B2,0.252990395,832,555,75,75,10,30882,30882,10
559,1005,2021-07-02T13:09:28.468,c5/B13,0.324907303,832,555,75,75,10,39661,39661,10
560,1005,2021-07-02T13:09:28.468,c5/N77,0.937849641,832,555,273,273,10,114483,114483,10
561,1006,2021-07-02T13:09:28.468,c6/B2,0,0,1109,273,273,10,0,0,10
562,1006,2021-07-02T13:09:28.468,c6/B13,0,0,1109,100,100,10,0,0,10
563,1006,2021-07-02T13:09:28.468,c6/N77,0.239777371,0,1109,75,75,10,29269,29269,10
564,1007,2021-07-02T13:09:28.468,c7/B2,0,-832,555,100,100,10,0,0,10
565,1007,2021-07-02T13:09:28.468,c7/B13,0.27233991,-832,555,100,100,10,33244,33244,10
566,1007,2021-07-02T13:09:28.468,c7/N77,0.262604266,-832,555,75,75,10,32056,32056,10
567,1008,2021-07-02T13:09:28.468,c8/B2,0.75,-1664,0,273,273,10,91552,91552,10
568,1008,2021-07-02T13:09:28.468,c8/B13,0.280493945,-1664,0,75,75,10,34239,34239,10
569,1008,2021-07-02T13:09:28.468,c8/N77,0,-1664,0,273,273,10,0,0,10
570,1009,2021-07-02T13:09:28.468,c9/B2,0.361183971,-1941,-1109,75,75,10,44089,44089,10
571,1009,2021-07-02T13:09:28.468,c9/B13,0.75,-1941,-1109,273,273,10,91552,91552,10
572,1009,2021-07-02T13:09:28.468,c9/N77,0,-1941,-1109,75,75,10,0,0,10
573,1010,2021-07-02T13:09:28.468,c10/B2,0,-1109,-1664,75,75,10,0,0,10
574,1010,2021-07-02T13:09:28.468,c10/B13,0.253318578,-1109,-1664,100,100,10,30922,30922,10
575,1010,2021-07-02T13:09:28.468,c10/N77,0.265998513,-1109,-1664,100,100,10,32470,32470,10
576,1011,2021-07-02T13:09:28.468,c11/B2,0.274424702,0,-2219,75,75,10,33499,33499,10
577,1011,2021-07-02T13:09:28.468,c11/B13,0.75,0,-2219,273,273,10,91552,91552,10
578,1011,2021-07-02T13:09:28.468,c11/N77,0,0,-2219,100,100,10,0,0,10
579,1012,2021-07-02T13:09:28.468,c12/B2,0.75,832,-1664,273,273,10,91552,91552,10
580,1012,2021-07-02T13:09:28.468,c12/B13,1.05319941,832,-1664,273,273,10,128564,128564,10
581,1012,2021-07-02T13:09:28.468,c12/N77,0,832,-1664,100,100,10,0,0,10
582,1013,2021-07-02T13:09:28.468,c13/B2,0.326396823,1664,-1109,75,75,10,39843,39843,10
583,1013,2021-07-02T13:09:28.468,c13/B13,0.200000003,1664,-1109,273,273,10,24414,24414,10
584,1013,2021-07-02T13:09:28.468,c13/N77,0.346057802,1664,-1109,75,75,10,42243,42243,10
585,1001,2021-07-02T13:09:28.478,c1/B2,0.200000003,0,0,273,273,10,24414,24414,10
586,1001,2021-07-02T13:09:28.478,c1/B13,0.344407827,0,0,75,75,10,42041,42041,10
587,1001,2021-07-02T13:09:28.478,c1/N77,0,0,0,273,273,10,0,0,10
588,1002,2021-07-02T13:09:28.478,c2/B2,0.326023549,-832,-555,75,75,10,39797,39797,10
589,1002,2021-07-02T13:09:28.478,c2/B13,0,-832,-555,273,273,10,0,0,10
590,1002,2021-07-02T13:09:28.478,c2/N77,0.191751063,-832,-555,100,100,10,23407,23407,10
591,1003,2021-07-02T13:09:28.478,c3/B2,0.200000003,-139,-1109,75,75,10,24414,24414,10
592,1003,2021-07-02T13:09:28.478,c3/B13,0,-139,-1109,75,75,10,0,0,10
593,1003,2021-07-02T13:09:28.478,c3/N77,0.253565043,-139,-1109,100,100,10,30952,30952,10
594,1004,2021-07-02T13:09:28.478,c4/B2,0.264843464,832,-555,100,100,10,32329,32329,10
595,1004,2021-07-02T13:09:28.478,c4/B13,0,832,-555,100,100,10,0,0,10
596,1004,2021-07-02T13:09:28.478,c4/N77,0.254311472,832,-555,75,75,10,31043,31043,10
597,1005,2021-07-02T13:09:28.478,c5/B2,0.797322094,832,555,273,273,10,97329,97329,10
598,1005,2021-07-02T13:09:28.478,c5/B13,0.75,832,555,273,273,10,91552,91552,10
599,1005,2021-07-02T13:09:28.478,c5/N77,0,832,555,100,100,10,0,0,10
600,1006,2021-07-02T13:09:28.478,c6/B2,0.910194576,0,1109,273,273,10,111107,111107,10
601,1006,2021-07-02T13:09:28.478,c6/B13,0,0,1109,100,100,10,0,0,10
602,1006,2021-07-02T13:09:28.478,c6/N77,0.263602167,0,1109,75,75,10,32177,32177,10
603,1007,2021-07-02T13:09:28.478,c7/B2,0,-832,555,100,100,10,0,0,10
604,1007,2021-07-02T13:09:28.478,c7/B13,0.942130148,-832,555,273,273,10,115006,115006,10
605,1007,2021-07-02T13:09:28.478,c7/N77,0,-832,555,273,273,10,0,0,10
606,1008,2021-07-02T13:09:28.478,c8/B2,0.27233991,-1664,0,100,100,10,33244,33244,10
607,1008,2021-07-02T13:09:28.478,c8/B13,0.241202876,-1664,0,75,75,10,29443,29443,10
608,1008,2021-07-02T13:09:28.478,c8/N77,0,-1664,0,100,100,10,0,0,10
609,1009,2021-07-02T13:09:28.478,c9/B2,0.329936773,-1941,-1109,75,75,10,40275,40275,10
610,1009,2021-07-02T13:09:28.478,c9/B13,0.254329801,-1941,-1109,100,100,10,31046,31046,10
611,1009,2021-07-02T13:09:28.478,c9/N77,0.36104995,-1941,-1109,75,75,10,44073,44073,10
612,1010,2021-07-02T13:09:28.478,c10/B2,0.280246943,-1109,-1664,75,75,10,34209,34209,10
613,1010,2021-07-02T13:09:28.478,c10/B13,0,-1109,-1664,273,273,10,0,0,10
614,1010,2021-07-02T13:09:28.478,c10/N77,0,-1109,-1664,75,75,10,0,0,10
615,1011,2021-07-02T13:09:28.478,c11/B2,0.75,0,-2219,273,273,10,91552,91552,10
616,1011,2021-07-02T13:09:28.478,c11/B13,0,0,-2219,75,75,10,0,0,10
617,1011,2021-07-02T13:09:28.478,c11/N77,0,0,-2219,100,100,10,0,0,10
618,1012,2021-07-02T13:09:28.478,c12/B2,0.75,832,-1664,273,273,10,91552,91552,10
619,1012,2021-07-02T13:09:28.478,c12/B13,0.26780197,832,-1664,100,100,10,32690,32690,10
620,1012,2021-07-02T13:09:28.478,c12/N77,0.274504125,832,-1664,75,75,10,33508,33508,10
621,1013,2021-07-02T13:09:28.478,c13/B2,1.068080783,1664,-1109,273,273,10,130380,130380,10
622,1013,2021-07-02T13:09:28.478,c13/B13,0,1664,-1109,100,100,10,0,0,10
623,1013,2021-07-02T13:09:28.478,c13/N77,0.75,1664,-1109,273,273,10,91552,91552,10
624,1001,2021-07-02T13:09:28.488,c1/B2,0,0,0,100,100,10,0,0,10
625,1001,2021-07-02T13:09:28.488,c1/B13,0.75,0,0,273,273,10,91552,91552,10
626,1001,2021-07-02T13:09:28.488,c1/N77,0.27233991,0,0,100,100,10,33244,33244,10
627,1002,2021-07-02T13:09:28.488,c2/B2,0.75,-832,-555,273,273,10,91552,91552,10
628,1002,2021-07-02T13:09:28.488,c2/B13,0.200000003,-832,-555,75,75,10,24414,24414,10
629,1002,2021-07-02T13:09:28.488,c2/N77,0,-832,-555,273,273,10,0,0,10
630,1003,2021-07-02T13:09:28.488,c3/B2,0.200000003,-139,-1109,273,273,10,24414,24414,10
631,1003,2021-07-02T13:09:28.488,c3/B13,0.342829436,-139,-1109,75,75,10,41849,41849,10
632,1003,2021-07-02T13:09:28.488,c3/N77,0.191751063,-139,-1109,100,100,10,23407,23407,10
633,1004,2021-07-02T13:09:28.488,c4/B2,0.327208757,832,-555,75,75,10,39942,39942,10
634,1004,2021-07-02T13:09:28.488,c4/B13,0,832,-555,273,273,10,0,0,10
635,1004,2021-07-02T13:09:28.488,c4/N77,0.798742235,832,-555,273,273,10,97502,97502,10
636,1005,2021-07-02T13:09:28.488,c5/B2,0.267045617,832,555,100,100,10,32598,32598,10
637,1005,2021-07-02T13:09:28.488,c5/B13,0,832,555,75,75,10,0,0,10
638,1005,2021-07-02T13:09:28.488,c5/N77,0.253565043,832,555,100,100,10,30952,30952,10
639,1006,2021-07-02T13:09:28.488,c6/B2,0.255638361,0,1109,75,75,10,31205,31205,10
640,1006,2021-07-02T13:09:28.488,c6/B13,0,0,1109,100,100,10,0,0,10
641,1006,2021-07-02T13:09:28.488,c6/N77,0,0,1109,273,273,10,0,0,10
642,1007,2021-07-02T13:09:28.488,c7/B2,0,-832,555,100,100,10,0,0,10
643,1007,2021-07-02T13:09:28.488,c7/B13,0,-832,555,100,100,10,0,0,10
644,1007,2021-07-02T13:09:28.488,c7/N77,0.913662672,-832,555,273,273,10,111531,111531,10
645,1008,2021-07-02T13:09:28.488,c8/B2,0.946656823,-1664,0,273,273,10,115558,115558,10
646,1008,2021-07-02T13:09:28.488,c8/B13,0.264617264,-1664,0,75,75,10,32301,32301,10
647,1008,2021-07-02T13:09:28.488,c8/N77,0,-1664,0,100,100,10,0,0,10
648,1009,2021-07-02T13:09:28.488,c9/B2,1.08468926,-1941,-1109,273,273,10,132408,132408,10
649,1009,2021-07-02T13:09:28.488,c9/B13,0,-1941,-1109,273,273,10,0,0,10
650,1009,2021-07-02T13:09:28.488,c9/N77,0.333528847,-1941,-1109,75,75,10,40713,40713,10
651,1010,2021-07-02T13:09:28.488,c10/B2,0.242653653,-1109,-1664,75,75,10,29620,29620,10
652,1010,2021-07-02T13:09:28.488,c10/B13,0,-1109,-1664,100,100,10,0,0,10
653,1010,2021-07-02T13:09:28.488,c10/N77,0.279997408,-1109,-1664,75,75,10,34179,34179,10
654,1011,2021-07-02T13:09:28.488,c11/B2,0.255359173,0,-2219,100,100,10,31171,31171,10
655,1011,2021-07-02T13:09:28.488,c11/B13,0.360785306,0,-2219,75,75,10,44041,44041,10
656,1011,2021-07-02T13:09:28.488,c11/N77,0.274581969,0,-2219,75,75,10,33518,33518,10
657,1012,2021-07-02T13:09:28.488,c12/B2,0,832,-1664,75,75,10,0,0,10
658,1012,2021-07-02T13:09:28.488,c12/B13,0,832,-1664,75,75,10,0,0,10
659,1012,2021-07-02T13:09:28.488,c12/N77,0.75,832,-1664,273,273,10,91552,91552,10
660,1013,2021-07-02T13:09:28.488,c13/B2,0.269617736,1664,-1109,100,100,10,32912,32912,10
661,1013,2021-07-02T13:09:28.488,c13/B13,0,1664,-1109,100,100,10,0,0,10
662,1013,2021-07-02T13:09:28.488,c13/N77,0.75,1664,-1109,273,273,10,91552,91552,10
663,1001,2021-07-02T13:09:28.498,c1/B2,0,0,0,100,100,10,0,0,10
664,1001,2021-07-02T13:09:28.498,c1/B13,0.75,0,0,273,273,10,91552,91552,10
665,1001,2021-07-02T13:09:28.498,c1/N77,0.951454699,0,0,273,273,10,116144,116144,10
666,1002,2021-07-02T13:09:28.498,c2/B2,0,-832,-555,75,75,10,0,0,10
667,1002,2021-07-02T13:09:28.498,c2/B13,0.200000003,-832,-555,273,273,10,24414,24414,10
668,1002,2021-07-02T13:09:28.498,c2/N77,0.27233991,-832,-555,100,100,10,33244,33244,10
669,1003,2021-07-02T13:09:28.498,c3/B2,0,-139,-1109,100,100,10,0,0,10
670,1003,2021-07-02T13:09:28.498,c3/B13,0.75,-139,-1109,273,273,10,91552,91552,10
671,1003,2021-07-02T13:09:28.498,c3/N77,0,-139,-1109,273,273,10,0,0,10
672,1004,2021-07-02T13:09:28.498,c4/B2,0.75,832,-555,273,273,10,91552,91552,10
673,1004,2021-07-02T13:09:28.498,c4/B13,0.200000003,832,-555,75,75,10,24414,24414,10
674,1004,2021-07-02T13:09:28.498,c4/N77,0.269293457,832,-555,100,100,10,32872,32872,10
675,1005,2021-07-02T13:09:28.498,c5/B2,0.328467995,832,555,75,75,10,40096,40096,10
676,1005,2021-07-02T13:09:28.498,c5/B13,0.341320813,832,555,75,75,10,41665,41665,10
677,1005,2021-07-02T13:09:28.498,c5/N77,0.191751063,832,555,100,100,10,23407,23407,10
678,1006,2021-07-02T13:09:28.498,c6/B2,0.800183713,0,1109,273,273,10,97678,97678,10
679,1006,2021-07-02T13:09:28.498,c6/B13,0,0,1109,273,273,10,0,0,10
680,1006,2021-07-02T13:09:28.498,c6/N77,0.91718632,0,1109,273,273,10,111961,111961,10
681,1007,2021-07-02T13:09:28.498,c7/B2,0,-832,555,100,100,10,0,0,10
682,1007,2021-07-02T13:09:28.498,c7/B13,0.253565043,-832,555,100,100,10,30952,30952,10
683,1007,2021-07-02T13:09:28.498,c7/N77,0.256970108,-832,555,75,75,10,31368,31368,10
684,1008,2021-07-02T13:09:28.498,c8/B2,0,-1664,0,100,100,10,0,0,10
685,1008,2021-07-02T13:09:28.498,c8/B13,0,-1664,0,273,273,10,0,0,10
686,1008,2021-07-02T13:09:28.498,c8/N77,0,-1664,0,100,100,10,0,0,10
687,1009,2021-07-02T13:09:28.498,c9/B2,0.271444768,-1941,-1109,100,100,10,33135,33135,10
688,1009,2021-07-02T13:09:28.498,c9/B13,0,-1941,-1109,100,100,10,0,0,10
689,1009,2021-07-02T13:09:28.498,c9/N77,1.103472233,-1941,-1109,273,273,10,134701,134701,10
690,1010,2021-07-02T13:09:28.498,c10/B2,0.265649855,-1109,-1664,75,75,10,32427,32427,10
691,1010,2021-07-02T13:09:28.498,c10/B13,0,-1109,-1664,100,100,10,0,0,10
692,1010,2021-07-02T13:09:28.498,c10/N77,0.244130552,-1109,-1664,75,75,10,29801,29801,10
693,1011,2021-07-02T13:09:28.498,c11/B2,0,0,-2219,273,273,10,0,0,10
694,1011,2021-07-02T13:09:28.498,c11/B13,0.337154478,0,-2219,75,75,10,41156,41156,10
695,1011,2021-07-02T13:09:28.498,c11/N77,0.75,0,-2219,273,273,10,91552,91552,10
696,1012,2021-07-02T13:09:28.498,c12/B2,0.360400796,832,-1664,75,75,10,43994,43994,10
697,1012,2021-07-02T13:09:28.498,c12/B13,0.279748231,832,-1664,75,75,10,34148,34148,10
698,1012,2021-07-02T13:09:28.498,c12/N77,0.256406218,832,-1664,100,100,10,31299,31299,10
699,1013,2021-07-02T13:09:28.498,c13/B2,0,1664,-1109,75,75,10,0,0,10
700,1013,2021-07-02T13:09:28.498,c13/B13,0.274658203,1664,-1109,75,75,10,33527,33527,10
701,1013,2021-07-02T13:09:28.498,c13/N77,0,1664,-1109,75,75,10,0,0,10
702,1001,2021-07-02T13:09:28.508,c1/B2,0.274732798,0,0,75,75,10,33536,33536,10
703,1001,2021-07-02T13:09:28.508,c1/B13,0,0,0,75,75,10,0,0,10
704,1001,2021-07-02T13:09:28.508,c1/N77,0,0,0,100,100,10,0,0,10
705,1002,2021-07-02T13:09:28.508,c2/B2,0.339879453,-832,-555,75,75,10,41489,41489,10
706,1002,2021-07-02T13:09:28.508,c2/B13,0,-832,-555,100,100,10,0,0,10
707,1002,2021-07-02T13:09:28.508,c2/N77,0.956551254,-832,-555,273,273,10,116766,116766,10
708,1003,2021-07-02T13:09:28.508,c3/B2,0,-139,-1109,100,100,10,0,0,10
709,1003,2021-07-02T13:09:28.508,c3/B13,0.75,-139,-1109,273,273,10,91552,91552,10
710,1003,2021-07-02T13:09:28.508,c3/N77,0.27233991,-139,-1109,100,100,10,33244,33244,10
711,1004,2021-07-02T13:09:28.508,c4/B2,0,832,-555,75,75,10,0,0,10
712,1004,2021-07-02T13:09:28.508,c4/B13,0.200000003,832,-555,273,273,10,24414,24414,10
713,1004,2021-07-02T13:09:28.508,c4/N77,0.329807103,832,-555,75,75,10,40259,40259,10
714,1005,2021-07-02T13:09:28.508,c5/B2,0.75,832,555,273,273,10,91552,91552,10
715,1005,2021-07-02T13:09:28.508,c5/B13,0.75,832,555,273,273,10,91552,91552,10
716,1005,2021-07-02T13:09:28.508,c5/N77,0,832,555,273,273,10,0,0,10
717,1006,2021-07-02T13:09:28.508,c6/B2,0.271588743,0,1109,100,100,10,33152,33152,10
718,1006,2021-07-02T13:09:28.508,c6/B13,0.200000003,0,1109,75,75,10,24414,24414,10
719,1006,2021-07-02T13:09:28.508,c6/N77,0.25830555,0,1109,75,75,10,31531,31531,10
720,1007,2021-07-02T13:09:28.508,c7/B2,0,-832,555,273,273,10,0,0,10
721,1007,2021-07-02T13:09:28.508,c7/B13,0.191751063,-832,555,100,100,10,23407,23407,10
722,1007,2021-07-02T13:09:28.508,c7/N77,0.801647127,-832,555,273,273,10,97857,97857,10
723,1008,2021-07-02T13:09:28.508,c8/B2,0.253565043,-1664,0,100,100,10,30952,30952,10
724,1008,2021-07-02T13:09:28.508,c8/B13,0.920767009,-1664,0,273,273,10,112398,112398,10
725,1008,2021-07-02T13:09:28.508,c8/N77,0,-1664,0,100,100,10,0,0,10
726,1009,2021-07-02T13:09:28.508,c9/B2,0,-1941,-1109,75,75,10,0,0,10
727,1009,2021-07-02T13:09:28.508,c9/B13,0,-1941,-1109,100,100,10,0,0,10
728,1009,2021-07-02T13:09:28.508,c9/N77,0.273281842,-1941,-1109,100,100,10,33359,33359,10
729,1010,2021-07-02T13:09:28.508,c10/B2,0,-1109,-1664,273,273,10,0,0,10
730,1010,2021-07-02T13:09:28.508,c10/B13,0,-1109,-1664,100,100,10,0,0,10
731,1010,2021-07-02T13:09:28.508,c10/N77,0.266700268,-1109,-1664,75,75,10,32556,32556,10
732,1011,2021-07-02T13:09:28.508,c11/B2,0,0,-2219,100,100,10,0,0,10
733,1011,2021-07-02T13:09:28.508,c11/B13,1.116892099,0,-2219,273,273,10,136339,136339,10
734,1011,2021-07-02T13:09:28.508,c11/N77,0.25747022,0,-2219,100,100,10,31429,31429,10
735,1012,2021-07-02T13:09:28.508,c12/B2,0.340788215,832,-1664,75,75,10,41600,41600,10
736,1012,2021-07-02T13:09:28.508,c12/B13,0.245634466,832,-1664,75,75,10,29984,29984,10
737,1012,2021-07-02T13:09:28.508,c12/N77,0,832,-1664,273,273,10,0,0,10
738,1013,2021-07-02T13:09:28.508,c13/B2,0.279501855,1664,-1109,75,75,10,34118,34118,10
739,1013,2021-07-02T13:09:28.508,c13/B13,0.75,1664,-1109,273,273,10,91552,91552,10
740,1013,2021-07-02T13:09:28.508,c13/N77,0.359914213,1664,-1109,75,75,10,43934,43934,10
741,1001,2021-07-02T13:09:28.518,c1/B2,0.75,0,0,273,273,10,91552,91552,10
742,1001,2021-07-02T13:09:28.518,c1/B13,0.359346896,0,0,75,75,10,43865,43865,10
743,1001,2021-07-02T13:09:28.518,c1/N77,0.253565043,0,0,100,100,10,30952,30952,10
744,1002,2021-07-02T13:09:28.518,c2/B2,0.75,-832,-555,273,273,10,91552,91552,10
745,1002,2021-07-02T13:09:28.518,c2/B13,0,-832,-555,100,100,10,0,0,10
746,1002,2021-07-02T13:09:28.518,c2/N77,0,-832,-555,100,100,10,0,0,10
747,1003,2021-07-02T13:09:28.518,c3/B2,0.274805754,-139,-1109,75,75,10,33545,33545,10
748,1003,2021-07-02T13:09:28.518,c3/B13,0,-139,-1109,75,75,10,0,0,10
749,1003,2021-07-02T13:09:28.518,c3/N77,0.961976171,-139,-1109,273,273,10,117428,117428,10
