,du-id,measTimeStampRf,nrCellIdentity,throughput,x,y,availPrbDl,availPrbUl,measPeriodPrb,pdcpBytesUl,pdcpBytesDl,measPeriodPdcpBytes
750,1004,2021-07-02T13:09:28.518,c4/B2,0.338502496,832,-555,75,75,10,41321,41321,10
751,1004,2021-07-02T13:09:28.518,c4/B13,0,832,-555,100,100,10,0,0,10
752,1004,2021-07-02T13:09:28.518,c4/N77,0.75,832,-555,273,273,10,91552,91552,10
753,1005,2021-07-02T13:09:28.518,c5/B2,0,832,555,75,75,10,0,0,10
754,1005,2021-07-02T13:09:28.518,c5/B13,0.75,832,555,273,273,10,91552,91552,10
755,1005,2021-07-02T13:09:28.518,c5/N77,0.27233991,832,555,100,100,10,33244,33244,10
756,1006,2021-07-02T13:09:28.518,c6/B2,0.331232548,0,1109,75,75,10,40433,40433,10
757,1006,2021-07-02T13:09:28.518,c6/B13,0.200000003,0,1109,273,273,10,24414,24414,10
758,1006,2021-07-02T13:09:28.518,c6/N77,0.80313313,0,1109,273,273,10,98038,98038,10
759,1007,2021-07-02T13:09:28.518,c7/B2,0.200000003,-832,555,75,75,10,24414,24414,10
760,1007,2021-07-02T13:09:28.518,c7/B13,0,-832,555,273,273,10,0,0,10
761,1007,2021-07-02T13:09:28.518,c7/N77,0.273933321,-832,555,100,100,10,33439,33439,10
762,1008,2021-07-02T13:09:28.518,c8/B2,0.191751063,-1664,0,100,100,10,23407,23407,10
763,1008,2021-07-02T13:09:28.518,c8/B13,0.259643435,-1664,0,75,75,10,31694,31694,10
764,1008,2021-07-02T13:09:28.518,c8/N77,0,-1664,0,273,273,10,0,0,10
765,1009,2021-07-02T13:09:28.518,c9/B2,0.279260337,-1941,-1109,75,75,10,34089,34089,10
766,1009,2021-07-02T13:09:28.518,c9/B13,0,-1941,-1109,100,100,10,0,0,10
767,1009,2021-07-02T13:09:28.518,c9/N77,0,-1941,-1109,75,75,10,0,0,10
768,1010,2021-07-02T13:09:28.518,c10/B2,0.924405992,-1109,-1664,273,273,10,112842,112842,10
769,1010,2021-07-02T13:09:28.518,c10/B13,0,-1109,-1664,100,100,10,0,0,10
770,1010,2021-07-02T13:09:28.518,c10/N77,0,-1109,-1664,273,273,10,0,0,10
771,1011,2021-07-02T13:09:28.518,c11/B2,0,0,-2219,100,100,10,0,0,10
772,1011,2021-07-02T13:09:28.518,c11/B13,0.27512759,0,-2219,100,100,10,33584,33584,10
773,1011,2021-07-02T13:09:28.518,c11/N77,0,0,-2219,273,273,10,0,0,10
774,1012,2021-07-02T13:09:28.518,c12/B2,1.128203034,832,-1664,273,273,10,137720,137720,10
775,1012,2021-07-02T13:09:28.518,c12/B13,0.26776886,832,-1664,75,75,10,32686,32686,10
776,1012,2021-07-02T13:09:28.518,c12/N77,0,832,-1664,100,100,10,0,0,10
777,1013,2021-07-02T13:09:28.518,c13/B2,0.247166306,1664,-1109,75,75,10,30171,30171,10
778,1013,2021-07-02T13:09:28.518,c13/B13,0.258550197,1664,-1109,100,100,10,31561,31561,10
779,1013,2021-07-02T13:09:28.518,c13/N77,0.344396293,1664,-1109,75,75,10,42040,42040,10
780,1001,2021-07-02T13:09:28.528,c1/B2,0.259644687,0,0,100,100,10,31694,31694,10
781,1001,2021-07-02T13:09:28.528,c1/B13,0.347934842,0,0,75,75,10,42472,42472,10
782,1001,2021-07-02T13:09:28.528,c1/N77,0.191751063,0,0,100,100,10,23407,23407,10
783,1002,2021-07-02T13:09:28.528,c2/B2,0.75,-832,-555,273,273,10,91552,91552,10
784,1002,2021-07-02T13:09:28.528,c2/B13,0.274877012,-832,-555,75,75,10,33554,33554,10
785,1002,2021-07-02T13:09:28.528,c2/N77,0.253565043,-832,-555,100,100,10,30952,30952,10
786,1003,2021-07-02T13:09:28.528,c3/B2,0.75,-139,-1109,273,273,10,91552,91552,10
787,1003,2021-07-02T13:09:28.528,c3/B13,0.358720452,-139,-1109,75,75,10,43789,43789,10
788,1003,2021-07-02T13:09:28.528,c3/N77,0,-139,-1109,100,100,10,0,0,10
789,1004,2021-07-02T13:09:28.528,c4/B2,0.75,832,-555,273,273,10,91552,91552,10
790,1004,2021-07-02T13:09:28.528,c4/B13,0,832,-555,100,100,10,0,0,10
791,1004,2021-07-02T13:09:28.528,c4/N77,0,832,-555,75,75,10,0,0,10
792,1005,2021-07-02T13:09:28.528,c5/B2,0.337186843,832,555,75,75,10,41160,41160,10
793,1005,2021-07-02T13:09:28.528,c5/B13,0,832,555,75,75,10,0,0,10
794,1005,2021-07-02T13:09:28.528,c5/N77,0.967759848,832,555,273,273,10,118134,118134,10
795,1006,2021-07-02T13:09:28.528,c6/B2,0.75,0,1109,273,273,10,91552,91552,10
796,1006,2021-07-02T13:09:28.528,c6/B13,0,0,1109,100,100,10,0,0,10
797,1006,2021-07-02T13:09:28.528,c6/N77,0.27632916,0,1109,100,100,10,33731,33731,10
798,1007,2021-07-02T13:09:28.528,c7/B2,0.200000003,-832,555,273,273,10,24414,24414,10
799,1007,2021-07-02T13:09:28.528,c7/B13,0.27233991,-832,555,100,100,10,33244,33244,10
800,1007,2021-07-02T13:09:28.528,c7/N77,0.332751781,-832,555,75,75,10,40619,40619,10
801,1008,2021-07-02T13:09:28.528,c8/B2,0,-1664,0,273,273,10,0,0,10
802,1008,2021-07-02T13:09:28.528,c8/B13,0.804642379,-1664,0,273,273,10,98222,98222,10
803,1008,2021-07-02T13:09:28.528,c8/N77,0.200000003,-1664,0,75,75,10,24414,24414,10
804,1009,2021-07-02T13:09:28.528,c9/B2,0.248727053,-1941,-1109,75,75,10,30362,30362,10
805,1009,2021-07-02T13:09:28.528,c9/B13,0,-1941,-1109,100,100,10,0,0,10
806,1009,2021-07-02T13:09:28.528,c9/N77,0.279025525,-1941,-1109,75,75,10,34060,34060,10
807,1010,2021-07-02T13:09:28.528,c10/B2,0.260982364,-1109,-1664,75,75,10,31858,31858,10
808,1010,2021-07-02T13:09:28.528,c10/B13,0,-1109,-1664,273,273,10,0,0,10
809,1010,2021-07-02T13:09:28.528,c10/N77,0.928104758,-1109,-1664,273,273,10,113294,113294,10
810,1011,2021-07-02T13:09:28.528,c11/B2,0,0,-2219,100,100,10,0,0,10
811,1011,2021-07-02T13:09:28.528,c11/B13,0,0,-2219,75,75,10,0,0,10
812,1011,2021-07-02T13:09:28.528,c11/N77,0,0,-2219,100,100,10,0,0,10
813,1012,2021-07-02T13:09:28.528,c12/B2,0.276980489,832,-1664,100,100,10,33811,33811,10
814,1012,2021-07-02T13:09:28.528,c12/B13,0,832,-1664,273,273,10,0,0,10
815,1012,2021-07-02T13:09:28.528,c12/N77,0,832,-1664,100,100,10,0,0,10
816,1013,2021-07-02T13:09:28.528,c13/B2,0.268818378,1664,-1109,75,75,10,32814,32814,10
817,1013,2021-07-02T13:09:28.528,c13/B13,0,1664,-1109,273,273,10,0,0,10
818,1013,2021-07-02T13:09:28.528,c13/N77,1.14095521,1664,-1109,273,273,10,139276,139276,10
819,1001,2021-07-02T13:09:28.538,c1/B2,0,0,0,273,273,10,0,0,10
820,1001,2021-07-02T13:09:28.538,c1/B13,1.155709863,0,0,273,273,10,141077,141077,10
821,1001,2021-07-02T13:09:28.538,c1/N77,0,0,0,273,273,10,0,0,10
822,1002,2021-07-02T13:09:28.538,c2/B2,0,-832,-555,75,75,10,0,0,10
823,1002,2021-07-02T13:09:28.538,c2/B13,0.75,-832,-555,273,273,10,91552,91552,10
824,1002,2021-07-02T13:09:28.538,c2/N77,0.191751063,-832,-555,100,100,10,23407,23407,10
825,1003,2021-07-02T13:09:28.538,c3/B2,0.260751963,-139,-1109,100,100,10,31830,31830,10
826,1003,2021-07-02T13:09:28.538,c3/B13,0.351348728,-139,-1109,75,75,10,42889,42889,10
827,1003,2021-07-02T13:09:28.538,c3/N77,0.253565043,-139,-1109,100,100,10,30952,30952,10
828,1004,2021-07-02T13:09:28.538,c4/B2,0.75,832,-555,273,273,10,91552,91552,10
829,1004,2021-07-02T13:09:28.538,c4/B13,0.27494657,832,-555,75,75,10,33562,33562,10
830,1004,2021-07-02T13:09:28.538,c4/N77,0.335929304,832,-555,75,75,10,41006,41006,10
831,1005,2021-07-02T13:09:28.538,c5/B2,0.75,832,555,273,273,10,91552,91552,10
832,1005,2021-07-02T13:09:28.538,c5/B13,0.358054638,832,555,75,75,10,43707,43707,10
833,1005,2021-07-02T13:09:28.538,c5/N77,0,832,555,100,100,10,0,0,10
834,1006,2021-07-02T13:09:28.538,c6/B2,0,0,1109,75,75,10,0,0,10
835,1006,2021-07-02T13:09:28.538,c6/B13,0,0,1109,100,100,10,0,0,10
836,1006,2021-07-02T13:09:28.538,c6/N77,0.334373206,0,1109,75,75,10,40817,40817,10
837,1007,2021-07-02T13:09:28.538,c7/B2,0,-832,555,100,100,10,0,0,10
838,1007,2021-07-02T13:09:28.538,c7/B13,0.973930478,-832,555,273,273,10,118888,118888,10
839,1007,2021-07-02T13:09:28.538,c7/N77,0.75,-832,555,273,273,10,91552,91552,10
840,1008,2021-07-02T13:09:28.538,c8/B2,0.27233991,-1664,0,100,100,10,33244,33244,10
841,1008,2021-07-02T13:09:28.538,c8/B13,0.278778255,-1664,0,100,100,10,34030,34030,10
842,1008,2021-07-02T13:09:28.538,c8/N77,0.200000003,-1664,0,273,273,10,24414,24414,10
843,1009,2021-07-02T13:09:28.538,c9/B2,0.269967198,-1941,-1109,75,75,10,32954,32954,10
844,1009,2021-07-02T13:09:28.538,c9/B13,0,-1941,-1109,273,273,10,0,0,10
845,1009,2021-07-02T13:09:28.538,c9/N77,0.250317693,-1941,-1109,75,75,10,30556,30556,10
846,1010,2021-07-02T13:09:28.538,c10/B2,0.80617559,-1109,-1664,273,273,10,98410,98410,10
847,1010,2021-07-02T13:09:28.538,c10/B13,0.200000003,-1109,-1664,75,75,10,24414,24414,10
848,1010,2021-07-02T13:09:28.538,c10/N77,0.262320757,-1109,-1664,75,75,10,32021,32021,10
849,1011,2021-07-02T13:09:28.538,c11/B2,0,0,-2219,100,100,10,0,0,10
850,1011,2021-07-02T13:09:28.538,c11/B13,0.278798819,0,-2219,75,75,10,34033,34033,10
851,1011,2021-07-02T13:09:28.538,c11/N77,0,0,-2219,100,100,10,0,0,10
852,1012,2021-07-02T13:09:28.538,c12/B2,0,832,-1664,75,75,10,0,0,10
853,1012,2021-07-02T13:09:28.538,c12/B13,0.931864619,832,-1664,273,273,10,113753,113753,10
854,1012,2021-07-02T13:09:28.538,c12/N77,0,832,-1664,100,100,10,0,0,10
855,1013,2021-07-02T13:09:28.538,c13/B2,0,1664,-1109,273,273,10,0,0,10
856,1013,2021-07-02T13:09:28.538,c13/B13,0,1664,-1109,100,100,10,0,0,10
857,1013,2021-07-02T13:09:28.538,c13/N77,0.278838784,1664,-1109,100,100,10,34037,34037,10
858,1001,2021-07-02T13:09:28.548,c1/B2,0,0,0,100,100,10,0,0,10
859,1001,2021-07-02T13:09:28.548,c1/B13,0.280700475,0,0,100,100,10,34265,34265,10
860,1001,2021-07-02T13:09:28.548,c1/N77,0.27233991,0,0,100,100,10,33244,33244,10
861,1002,2021-07-02T13:09:28.548,c2/B2,0.357365996,-832,-555,75,75,10,43623,43623,10
862,1002,2021-07-02T13:09:28.548,c2/B13,0.261869609,-832,-555,100,100,10,31966,31966,10
863,1002,2021-07-02T13:09:28.548,c2/N77,0,-832,-555,273,273,10,0,0,10
864,1003,2021-07-02T13:09:28.548,c3/B2,0,-139,-1109,273,273,10,0,0,10
865,1003,2021-07-02T13:09:28.548,c3/B13,1.173357487,-139,-1109,273,273,10,143232,143232,10
866,1003,2021-07-02T13:09:28.548,c3/N77,0.191751063,-139,-1109,100,100,10,23407,23407,10
867,1004,2021-07-02T13:09:28.548,c4/B2,0,832,-555,75,75,10,0,0,10
868,1004,2021-07-02T13:09:28.548,c4/B13,0.75,832,-555,273,273,10,91552,91552,10
869,1004,2021-07-02T13:09:28.548,c4/N77,0.75,832,-555,273,273,10,91552,91552,10
870,1005,2021-07-02T13:09:28.548,c5/B2,0.75,832,555,273,273,10,91552,91552,10
871,1005,2021-07-02T13:09:28.548,c5/B13,0.354570657,832,555,75,75,10,43282,43282,10
872,1005,2021-07-02T13:09:28.548,c5/N77,0.253565043,832,555,100,100,10,30952,30952,10
873,1006,2021-07-02T13:09:28.548,c6/B2,0.334726781,0,1109,75,75,10,40860,40860,10
874,1006,2021-07-02T13:09:28.548,c6/B13,0.275014371,0,1109,75,75,10,33571,33571,10
875,1006,2021-07-02T13:09:28.548,c6/N77,0.75,0,1109,273,273,10,91552,91552,10
876,1007,2021-07-02T13:09:28.548,c7/B2,0,-832,555,100,100,10,0,0,10
877,1007,2021-07-02T13:09:28.548,c7/B13,0,-832,555,100,100,10,0,0,10
878,1007,2021-07-02T13:09:28.548,c7/N77,0,-832,555,75,75,10,0,0,10
879,1008,2021-07-02T13:09:28.548,c8/B2,0.980508626,-1664,0,273,273,10,119690,119690,10
880,1008,2021-07-02T13:09:28.548,c8/B13,0.336106449,-1664,0,75,75,10,41028,41028,10
881,1008,2021-07-02T13:09:28.548,c8/N77,0,-1664,0,100,100,10,0,0,10
882,1009,2021-07-02T13:09:28.548,c9/B2,0,-1941,-1109,273,273,10,0,0,10
883,1009,2021-07-02T13:09:28.548,c9/B13,0.200000003,-1941,-1109,75,75,10,24414,24414,10
884,1009,2021-07-02T13:09:28.548,c9/N77,0.271135122,-1941,-1109,75,75,10,33097,33097,10
885,1010,2021-07-02T13:09:28.548,c10/B2,0.281282842,-1109,-1664,100,100,10,34336,34336,10
886,1010,2021-07-02T13:09:28.548,c10/B13,0.200000003,-1109,-1664,273,273,10,24414,24414,10
887,1010,2021-07-02T13:09:28.548,c10/N77,0.807733595,-1109,-1664,273,273,10,98600,98600,10
888,1011,2021-07-02T13:09:28.548,c11/B2,0,0,-2219,273,273,10,0,0,10
889,1011,2021-07-02T13:09:28.548,c11/B13,0.251939356,0,-2219,75,75,10,30754,30754,10
890,1011,2021-07-02T13:09:28.548,c11/N77,0,0,-2219,100,100,10,0,0,10
891,1012,2021-07-02T13:09:28.548,c12/B2,0.27858153,832,-1664,75,75,10,34006,34006,10
892,1012,2021-07-02T13:09:28.548,c12/B13,0.263656914,832,-1664,75,75,10,32184,32184,10
893,1012,2021-07-02T13:09:28.548,c12/N77,0,832,-1664,100,100,10,0,0,10
894,1013,2021-07-02T13:09:28.548,c13/B2,0.935686886,1664,-1109,273,273,10,114219,114219,10
895,1013,2021-07-02T13:09:28.548,c13/B13,0,1664,-1109,100,100,10,0,0,10
896,1013,2021-07-02T13:09:28.548,c13/N77,0,1664,-1109,75,75,10,0,0,10
897,1001,2021-07-02T13:09:28.558,c1/B2,0,0,0,100,100,10,0,0,10
898,1001,2021-07-02T13:09:28.558,c1/B13,0,0,0,75,75,10,0,0,10
899,1001,2021-07-02T13:09:28.558,c1/N77,0.987495303,0,0,273,273,10,120543,120543,10
900,1002,2021-07-02T13:09:28.558,c2/B2,0.357521892,-832,-555,75,75,10,43642,43642,10
901,1002,2021-07-02T13:09:28.558,c2/B13,0,-832,-555,273,273,10,0,0,10
902,1002,2021-07-02T13:09:28.558,c2/N77,0.27233991,-832,-555,100,100,10,33244,33244,10
903,1003,2021-07-02T13:09:28.558,c3/B2,0,-139,-1109,100,100,10,0,0,10
904,1003,2021-07-02T13:09:28.558,c3/B13,0.282563418,-139,-1109,100,100,10,34492,34492,10
905,1003,2021-07-02T13:09:28.558,c3/N77,0,-139,-1109,273,273,10,0,0,10
906,1004,2021-07-02T13:09:28.558,c4/B2,0.356667608,832,-555,75,75,10,43538,43538,10
907,1004,2021-07-02T13:09:28.558,c4/B13,0.262994736,832,-555,100,100,10,32103,32103,10
908,1004,2021-07-02T13:09:28.558,c4/N77,0.75,832,-555,273,273,10,91552,91552,10
909,1005,2021-07-02T13:09:28.558,c5/B2,0,832,555,75,75,10,0,0,10
910,1005,2021-07-02T13:09:28.558,c5/B13,1.194514513,832,555,273,273,10,145814,145814,10
911,1005,2021-07-02T13:09:28.558,c5/N77,0.191751063,832,555,100,100,10,23407,23407,10
912,1006,2021-07-02T13:09:28.558,c6/B2,0.75,0,1109,273,273,10,91552,91552,10
913,1006,2021-07-02T13:09:28.558,c6/B13,0.75,0,1109,273,273,10,91552,91552,10
914,1006,2021-07-02T13:09:28.558,c6/N77,0,0,1109,75,75,10,0,0,10
915,1007,2021-07-02T13:09:28.558,c7/B2,0.275080383,-832,555,75,75,10,33579,33579,10
916,1007,2021-07-02T13:09:28.558,c7/B13,0.253565043,-832,555,100,100,10,30952,30952,10
917,1007,2021-07-02T13:09:28.558,c7/N77,0.333576143,-832,555,75,75,10,40719,40719,10
918,1008,2021-07-02T13:09:28.558,c8/B2,0,-1664,0,100,100,10,0,0,10
919,1008,2021-07-02T13:09:28.558,c8/B13,0.75,-1664,0,273,273,10,91552,91552,10
920,1008,2021-07-02T13:09:28.558,c8/N77,0,-1664,0,100,100,10,0,0,10
921,1009,2021-07-02T13:09:28.558,c9/B2,0.93957305,-1941,-1109,273,273,10,114693,114693,10
922,1009,2021-07-02T13:09:28.558,c9/B13,0.200000003,-1941,-1109,273,273,10,24414,24414,10
923,1009,2021-07-02T13:09:28.558,c9/N77,0,-1941,-1109,273,273,10,0,0,10
924,1010,2021-07-02T13:09:28.558,c10/B2,0.337962598,-1109,-1664,75,75,10,41255,41255,10
925,1010,2021-07-02T13:09:28.558,c10/B13,0,-1109,-1664,100,100,10,0,0,10
926,1010,2021-07-02T13:09:28.558,c10/N77,0.283845156,-1109,-1664,100,100,10,34649,34649,10
927,1011,2021-07-02T13:09:28.558,c11/B2,0.200000003,0,-2219,75,75,10,24414,24414,10
928,1011,2021-07-02T13:09:28.558,c11/B13,0.272322148,0,-2219,75,75,10,33242,33242,10
929,1011,2021-07-02T13:09:28.558,c11/N77,0,0,-2219,100,100,10,0,0,10
930,1012,2021-07-02T13:09:28.558,c12/B2,0.253593057,832,-1664,75,75,10,30956,30956,10
931,1012,2021-07-02T13:09:28.558,c12/B13,0.809317052,832,-1664,273,273,10,98793,98793,10
932,1012,2021-07-02T13:09:28.558,c12/N77,0,832,-1664,273,273,10,0,0,10
933,1013,2021-07-02T13:09:28.558,c13/B2,0.264988869,1664,-1109,75,75,10,32347,32347,10
934,1013,2021-07-02T13:09:28.558,c13/B13,0,1664,-1109,100,100,10,0,0,10
935,1013,2021-07-02T13:09:28.558,c13/N77,0.278374642,1664,-1109,75,75,10,33981,33981,10
936,1001,2021-07-02T13:09:28.568,c1/B2,0,0,0,100,100,10,0,0,10
937,1001,2021-07-02T13:09:28.568,c1/B13,0.27817902,0,0,75,75,10,33957,33957,10
938,1001,2021-07-02T13:09:28.568,c1/N77,0,0,0,100,100,10,0,0,10
939,1002,2021-07-02T13:09:28.568,c2/B2,1.208523512,-832,-555,273,273,10,147524,147524,10
940,1002,2021-07-02T13:09:28.568,c2/B13,0,-832,-555,100,100,10,0,0,10
941,1002,2021-07-02T13:09:28.568,c2/N77,0.994851232,-832,-555,273,273,10,121441,121441,10
942,1003,2021-07-02T13:09:28.568,c3/B2,0,-139,-1109,100,100,10,0,0,10
943,1003,2021-07-02T13:09:28.568,c3/B13,0,-139,-1109,75,75,10,0,0,10
944,1003,2021-07-02T13:09:28.568,c3/N77,0.27233991,-139,-1109,100,100,10,33244,33244,10
945,1004,2021-07-02T13:09:28.568,c4/B2,0.360114843,832,-555,75,75,10,43959,43959,10
946,1004,2021-07-02T13:09:28.568,c4/B13,0,832,-555,273,273,10,0,0,10
947,1004,2021-07-02T13:09:28.568,c4/N77,0,832,-555,75,75,10,0,0,10
948,1005,2021-07-02T13:09:28.568,c5/B2,0.35596934,832,555,75,75,10,43453,43453,10
949,1005,2021-07-02T13:09:28.568,c5/B13,0.28442508,832,555,100,100,10,34719,34719,10
950,1005,2021-07-02T13:09:28.568,c5/N77,0,832,555,273,273,10,0,0,10
951,1006,2021-07-02T13:09:28.568,c6/B2,0.75,0,1109,273,273,10,91552,91552,10
952,1006,2021-07-02T13:09:28.568,c6/B13,0.264123619,0,1109,100,100,10,32241,32241,10
953,1006,2021-07-02T13:09:28.568,c6/N77,0.33247444,0,1109,75,75,10,40585,40585,10
954,1007,2021-07-02T13:09:28.568,c7/B2,0.75,-832,555,273,273,10,91552,91552,10
955,1007,2021-07-02T13:09:28.568,c7/B13,0.191751063,-832,555,100,100,10,23407,23407,10
956,1007,2021-07-02T13:09:28.568,c7/N77,0.75,-832,555,273,273,10,91552,91552,10
957,1008,2021-07-02T13:09:28.568,c8/B2,0.253565043,-1664,0,100,100,10,30952,30952,10
958,1008,2021-07-02T13:09:28.568,c8/B13,0,-1664,0,75,75,10,0,0,10
959,1008,2021-07-02T13:09:28.568,c8/N77,0.275144607,-1664,0,75,75,10,33586,33586,10
960,1009,2021-07-02T13:09:28.568,c9/B2,0.266314536,-1941,-1109,75,75,10,32509,32509,10
961,1009,2021-07-02T13:09:28.568,c9/B13,0,-1941,-1109,100,100,10,0,0,10
962,1009,2021-07-02T13:09:28.568,c9/N77,0.943524301,-1941,-1109,273,273,10,115176,115176,10
963,1010,2021-07-02T13:09:28.568,c10/B2,0.75,-1109,-1664,273,273,10,91552,91552,10
964,1010,2021-07-02T13:09:28.568,c10/B13,0,-1109,-1664,100,100,10,0,0,10
965,1010,2021-07-02T13:09:28.568,c10/N77,0.339954257,-1109,-1664,75,75,10,41498,41498,10
966,1011,2021-07-02T13:09:28.568,c11/B2,0.200000003,0,-2219,273,273,10,24414,24414,10
967,1011,2021-07-02T13:09:28.568,c11/B13,0,0,-2219,273,273,10,0,0,10
968,1011,2021-07-02T13:09:28.568,c11/N77,0,0,-2219,273,273,10,0,0,10
969,1012,2021-07-02T13:09:28.568,c12/B2,0.273528188,832,-1664,75,75,10,33389,33389,10
970,1012,2021-07-02T13:09:28.568,c12/B13,0.286467582,832,-1664,100,100,10,34969,34969,10
971,1012,2021-07-02T13:09:28.568,c12/N77,0.200000003,832,-1664,75,75,10,24414,24414,10
972,1013,2021-07-02T13:09:28.568,c13/B2,0.810926855,1664,-1109,273,273,10,98990,98990,10
973,1013,2021-07-02T13:09:28.568,c13/B13,0,1664,-1109,100,100,10,0,0,10
974,1013,2021-07-02T13:09:28.568,c13/N77,0.255280048,1664,-1109,75,75,10,31162,31162,10
975,1001,2021-07-02T13:09:28.578,c1/B2,0,0,0,100,100,10,0,0,10
976,1001,2021-07-02T13:09:28.578,c1/B13,0.257001519,0,0,75,75,10,31372,31372,10
977,1001,2021-07-02T13:09:28.578,c1/N77,0.253565043,0,0,100,100,10,30952,30952,10
978,1002,2021-07-02T13:09:28.578,c2/B2,0.286282778,-832,-555,100,100,10,34946,34946,10
979,1002,2021-07-02T13:09:28.578,c2/B13,0,-832,-555,100,100,10,0,0,10
980,1002,2021-07-02T13:09:28.578,c2/N77,0,-832,-555,100,100,10,0,0,10
981,1003,2021-07-02T13:09:28.578,c3/B2,0,-139,-1109,100,100,10,0,0,10
982,1003,2021-07-02T13:09:28.578,c3/B13,0.277995288,-139,-1109,75,75,10,33934,33934,10
983,1003,2021-07-02T13:09:28.578,c3/N77,1.002457619,-139,-1109,273,273,10,122370,122370,10
984,1004,2021-07-02T13:09:28.578,c4/B2,1.192306638,832,-555,273,273,10,145545,145545,10
985,1004,2021-07-02T13:09:28.578,c4/B13,0,832,-555,100,100,10,0,0,10
986,1004,2021-07-02T13:09:28.578,c4/N77,0.355278313,832,-555,75,75,10,43368,43368,10
987,1005,2021-07-02T13:09:28.578,c5/B2,0.362258136,832,555,75,75,10,44220,44220,10
988,1005,2021-07-02T13:09:28.578,c5/B13,0,832,555,75,75,10,0,0,10
989,1005,2021-07-02T13:09:28.578,c5/N77,0.27233991,832,555,100,100,10,33244,33244,10
990,1006,2021-07-02T13:09:28.578,c6/B2,0,0,1109,75,75,10,0,0,10
991,1006,2021-07-02T13:09:28.578,c6/B13,0,0,1109,273,273,10,0,0,10
992,1006,2021-07-02T13:09:28.578,c6/N77,0.75,0,1109,273,273,10,91552,91552,10
993,1007,2021-07-02T13:09:28.578,c7/B2,0.265251756,-832,555,100,100,10,32379,32379,10
994,1007,2021-07-02T13:09:28.578,c7/B13,0,-832,555,273,273,10,0,0,10
995,1007,2021-07-02T13:09:28.578,c7/N77,0.75,-832,555,273,273,10,91552,91552,10
996,1008,2021-07-02T13:09:28.578,c8/B2,0.191751063,-1664,0,100,100,10,23407,23407,10
997,1008,2021-07-02T13:09:28.578,c8/B13,0.331418812,-1664,0,75,75,10,40456,40456,10
998,1008,2021-07-02T13:09:28.578,c8/N77,0.75,-1664,0,273,273,10,91552,91552,10
999,1009,2021-07-02T13:09:28.578,c9/B2,0.812563837,-1941,-1109,273,273,10,99189,99189,10
